REGISTRATION,NAME,DISAPPROVALS_BL,DISAPPROVALS_EN,DISAPPROVALS_FM,DISAPPROVALS_OM,NOTE_BL,NOTE_EN,NOTE_FM,NOTE_OM,ENGLISH,H_CLASS_PRES,ONLINE_TASKS,ABSENCES,PROFILE
227932,Rosimeire Meokochu Seixas Grisrya,0,0,0,0,7.8,8.4,9.3,8.4,0.0,15,6,2,EXCELLENT
574540,Táles Rodrigues Júnior,0,0,0,0,6.8,6.3,5.0,6.0,1.0,3,2,7,EXACTS
993874,Verônica Bete Torres Doenamo,0,0,0,0,6.7,7.7,7.8,5.7,1.0,0,5,5,VERY_GOOD
839285,Lena Monique de Oliveira Ponashi,0,0,0,0,7.0,7.3,8.2,5.7,,13,5,3,HUMAN
107855,Rogério Manuel de Guimarães Borba,0,0,0,0,5.9,6.9,6.8,4.9,1.0,7,2,4,HUMAN
117380,Otaviano de Machado da Silva,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,3,3,DIFFICULTY
404567,Cecília de Amorim do Espírito Santo Trevisan,0,0,0,0,6.4,6.7,6.0,5.6,1.0,6,3,3,EXACTS
847898,Samara de Siqueira do Paraná,0,0,0,0,6.2,6.5,5.4,6.1,0.0,2,5,3,EXACTS
133511,Thaíssa de Freitas Noyezzy Himuihi,0,0,0,0,7.0,7.8,8.8,7.3,,9,5,3,HUMAN
121334,Wendy Mendes,0,0,0,0,6.3,6.2,6.6,4.6,0.0,5,1,4,HUMAN
332433,Monique Teles,0,0,0,0,6.8,6.0,5.8,5.0,0.0,2,0,3,EXACTS
789871,Rute de Peixoto,0,0,0,0,6.9,6.3,6.3,5.7,0.0,2,0,5,EXACTS
281486,Alan Dante Penedo,0,0,0,0,6.5,6.7,8.6,4.4,1.0,2,0,5,HUMAN
988957,Cecília Jéssica de Gusmões da Paz,0,0,0,0,6.3,6.2,5.3,,1.0,5,2,2,DIFFICULTY
430534,Olímpia Célia de Mendonça Shytoi,0,0,0,0,7.0,7.0,7.0,7.0,0.0,2,3,2,VERY_GOOD
738891,Baltazar de Ferreira,0,0,0,0,6.5,6.8,5.8,5.5,,2,5,5,EXACTS
568423,Suellen da Silva,0,0,0,0,6.8,7.7,9.0,,1.0,0,5,4,EXCELLENT
183187,Rivaldo Dante Ifaozvirnão de Pereira Rioboko,0,0,0,0,5.4,4.3,6.0,4.7,1.0,3,5,3,DIFFICULTY
208013,Teresa Elisete Krira,0,0,0,0,6.4,6.3,5.6,6.8,0.0,3,5,6,EXACTS
816240,Adônis Robson de Leão da Conceição,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,2,6,DIFFICULTY
415546,Rosana Cavalcante,0,0,0,0,6.1,6.4,6.6,5.8,1.0,3,3,3,HUMAN
194308,Rodrigo Fagner Resa Júnior,0,0,0,0,7.1,5.2,5.2,5.4,1.0,19,6,4,EXACTS
770170,Sérgio Mário Gomes de Ramos,0,0,0,0,5.9,5.8,5.4,5.5,1.0,2,4,5,DIFFICULTY
929882,Raiane Imoumman Valverde de Moreira,0,0,0,0,6.5,6.7,7.6,7.1,1.0,5,4,3,HUMAN
515516,Félix de Ferreira,0,0,0,0,6.2,6.1,6.6,5.6,1.0,5,0,3,HUMAN
715810,Suzy Shirley de Ramos Souto,0,0,0,0,7.8,7.9,8.6,,1.0,9,0,4,EXCELLENT
829145,Ramon de Mello,0,0,0,0,6.7,6.9,7.6,7.0,,15,5,3,HUMAN
650631,Avelino Cícero Prates de Maia,1,1,1,1,0.0,0.0,0.0,0.0,,2,0,8,DIFFICULTY
247303,Alisson Wagner Neila Tiuzvic de Assunção Neto,1,1,1,1,0.0,0.0,0.0,0.0,0.0,17,2,3,DIFFICULTY
818665,Eugênio Olavo dos Santos Utrul Franco,0,0,0,0,6.4,6.6,6.8,6.6,0.0,5,3,4,VERY_GOOD
930120,Marcela Patrícia da Silva,0,0,0,0,5.8,5.8,5.5,5.8,1.0,2,5,3,EXACTS
436157,Clara Madalena Uso,0,0,1,1,6.3,6.2,0.0,0.0,,13,4,3,DIFFICULTY
356435,Samanta da Silva Thiulean de Vieira,0,0,0,0,6.3,6.6,5.7,5.7,,4,3,5,EXACTS
133415,Barnabé Ismael Izscyso Diosi,0,0,0,0,6.3,5.3,5.3,5.0,1.0,5,4,3,EXACTS
976860,Romildo da Silva Rosatto Borba,0,0,0,0,6.4,6.5,6.2,5.0,,2,1,7,EXACTS
433636,Maurício Edivaldo da Paz,0,0,0,0,4.5,4.8,5.8,6.1,0.0,1,5,3,EXACTS
466363,Célia Manuela de Simões Hegu,0,0,0,0,7.2,7.4,8.1,7.0,0.0,13,5,2,HUMAN
399367,Kelly Werner de Barbosa,0,0,0,0,5.4,5.3,5.1,6.4,1.0,3,4,4,EXACTS
240891,Ricardo de Souza Pimarn,0,0,0,0,7.2,6.5,8.0,7.0,1.0,3,0,3,HUMAN
479992,Aurélio de Santana,0,0,0,0,7.3,8.2,7.8,7.2,,3,3,2,EXCELLENT
305896,Sebastião Icutea,0,0,0,0,6.9,7.1,5.6,6.8,1.0,3,5,3,VERY_GOOD
672388,Reinaldo dos Santos Acunurn,0,0,0,0,6.0,6.3,6.6,7.1,1.0,4,2,4,HUMAN
253360,Hamilton Giuseppe Hebe de Sales,0,0,0,0,6.6,4.5,5.6,,1.0,11,3,4,EXACTS
366751,Marta de Novais Ribeiro,0,0,0,0,5.2,4.8,5.0,6.0,0.0,2,5,3,EXACTS
799264,Lúcia Nádia de Teixeira da Silva Liza,0,0,0,0,6.9,5.7,5.9,6.3,1.0,2,3,5,EXACTS
905446,Bartolomeu Wagner Niteoson,0,0,0,0,5.2,5.9,6.8,6.4,0.0,12,5,3,HUMAN
879811,Yolanda Paula de Gimenes,0,0,0,0,7.0,6.3,6.5,6.1,0.0,15,6,2,EXACTS
937180,Janete Marina Fasso do Rio,0,0,0,0,5.9,6.6,4.8,,0.0,17,4,2,EXACTS
949123,Sâmia da Luz Nunes Iolvic,0,0,0,0,6.4,5.9,5.1,5.3,0.0,8,1,1,EXACTS
366989,João Gilson Lainman de Muniz,0,0,0,0,5.4,6.4,4.8,4.6,,2,2,6,EXACTS
395954,Josiel da Silva,0,0,0,0,5.5,5.3,5.8,4.6,1.0,0,2,7,EXACTS
293427,Mike Paim de Castro,0,0,0,0,5.2,5.2,4.9,4.6,1.0,3,0,1,DIFFICULTY
843612,Jair Kahapifu de Paranhos dos Santos,0,0,0,0,6.5,4.9,5.5,5.4,,3,1,6,DIFFICULTY
222259,Davi Fagner Unazom,0,0,0,0,5.9,6.3,4.7,4.9,,3,1,7,DIFFICULTY
924082,Ana dos Santos de Malta da Serra,0,0,0,0,6.2,5.6,7.3,,1.0,2,5,3,HUMAN
707077,Ariel Aline d'Ávila dos Santos,0,0,0,0,6.5,6.4,5.2,4.5,0.0,8,5,3,EXACTS
499721,Natália Priscila da Silva,0,0,0,0,5.7,5.2,4.7,5.4,1.0,2,0,4,DIFFICULTY
820269,Cícera Pinhão Martinez de Osório,0,0,0,0,7.0,6.6,7.6,5.5,,11,3,3,HUMAN
961440,Marta de Figueiredo Schmidt,0,0,0,0,7.4,7.2,8.9,6.7,,23,7,2,EXCELLENT
714378,Amélia Camila de São Pedro Valverde,0,0,0,0,6.1,4.5,5.8,6.0,0.0,22,7,1,EXACTS
121751,Maurício Fabiano da Silva,0,0,0,0,5.9,6.6,7.2,5.7,0.0,4,5,2,HUMAN
570254,Jussara Leaman da Cruz de Holanda,0,0,0,0,6.1,4.3,5.4,5.5,,2,2,6,DIFFICULTY
247414,Barnabé Kevin da Conceição Martinez,0,0,0,0,7.8,8.0,10.1,7.9,1.0,17,0,8,EXCELLENT
794637,Humberto Manuel Gako,0,0,0,0,4.5,4.3,4.9,4.9,0.0,4,5,3,DIFFICULTY
933824,Isabel Repome,0,0,0,0,6.8,6.8,8.6,7.3,1.0,6,5,2,VERY_GOOD
805461,Cirilo Sérgio de Bragança Bilpesazoman,0,0,0,0,6.5,7.4,7.3,5.5,,3,4,4,DIFFICULTY
711242,Brenda Isabel Kainumo,0,0,0,0,5.8,6.0,7.2,,1.0,2,2,7,HUMAN
603455,Fernanda Paulínia de Santana Terceiro,0,0,0,0,7.1,7.2,7.1,6.2,1.0,2,0,3,HUMAN
956722,Raul Valverde Frias de Madureira,0,0,0,0,7.1,6.6,7.0,5.3,1.0,10,3,1,HUMAN
317604,Luís da Silva,0,0,1,1,6.2,4.2,0.0,0.0,1.0,3,5,3,DIFFICULTY
592253,Kim dos Santos Câmara,0,0,0,0,5.5,4.4,5.4,5.5,1.0,3,4,3,EXACTS
522459,Marielle da Silva de Medeiros Eoman,0,0,0,0,5.2,5.3,5.2,4.6,1.0,3,5,3,EXACTS
443207,Cirilo Biha Daolan Terceiro,0,0,0,0,7.3,7.9,7.8,7.1,1.0,3,2,6,HUMAN
299710,Christie Gomes,0,0,0,0,6.4,6.0,5.4,5.2,1.0,2,2,6,DIFFICULTY
326486,Leopoldo Romildo da Rocha de Ferreira,0,0,0,0,5.1,5.5,5.3,4.8,1.0,3,5,4,EXACTS
217384,Martinho Pires Prates,0,0,1,1,5.4,6.3,0.0,0.0,0.0,3,2,8,DIFFICULTY
706231,Baltazar Nilton Tranceã Entern,0,0,0,0,6.8,6.7,5.9,5.5,,5,2,6,EXACTS
631265,Jandira Madalena Biha Irri de Barbosa,0,0,0,0,6.4,4.6,6.8,5.3,0.0,8,0,3,HUMAN
287657,Karin Wanda Omfas Pinaru,3,1,1,1,0.0,0.0,0.0,0.0,0.0,5,5,6,DIFFICULTY
145735,Jânio de Munhoz Trevisan,0,0,0,0,7.5,8.0,9.1,,,9,0,2,VERY_GOOD
690396,Cleberson de Queiroz,1,3,1,1,0.0,0.0,0.0,0.0,1.0,8,2,6,DIFFICULTY
127511,Raiane Vommu,1,1,1,3,0.0,0.0,0.0,0.0,1.0,6,2,6,DIFFICULTY
896635,Bella Cármen Oidia Drasfo de Barbosa,0,0,0,0,7.9,7.8,5.4,6.8,0.0,5,5,4,VERY_GOOD
531829,Yeda Genir de Jesus,0,0,0,0,7.0,6.3,4.9,5.6,0.0,9,5,3,EXACTS
785047,Arnaldo Fragoso,0,0,0,0,6.2,5.9,4.9,4.8,0.0,6,3,5,EXACTS
363979,Domingos Hugo Uppohe,0,0,0,0,6.1,6.5,6.0,,1.0,4,1,6,EXACTS
374372,Lúcio Mateus de Leão Júnior,0,0,0,0,6.8,7.1,6.1,,0.0,9,5,2,EXACTS
915544,Rosa Gouvic de Angola,0,0,0,0,6.9,7.0,7.5,7.3,0.0,5,2,6,HUMAN
979307,Cleberson dos Santos de Araújo,0,0,0,0,7.2,7.5,6.7,7.6,1.0,3,0,4,HUMAN
355695,Fabiano Lunoer,0,0,0,0,7.0,7.5,5.7,,0.0,19,0,3,EXACTS
573175,André Yaizake,1,1,1,1,0.0,0.0,0.0,0.0,1.0,1,1,6,DIFFICULTY
359717,Maria de Barbosa,0,0,0,0,6.9,6.8,7.4,,1.0,13,5,3,HUMAN
964527,Armando Beto da Silva Neto,0,0,0,0,7.0,6.9,6.2,7.0,1.0,10,5,2,EXACTS
209307,Murilo Eolna da Lira,0,0,0,0,6.1,5.7,5.1,,1.0,5,4,3,EXACTS
554232,Zulmira Walderice de Almeida,0,0,0,0,7.1,7.7,7.0,6.9,1.0,5,3,3,EXCELLENT
946306,Catarina Elisângela dos Santos,1,1,1,1,0.0,0.0,0.0,,1.0,3,2,6,DIFFICULTY
569703,Cícera da Luz Fulnam,0,0,0,0,6.2,7.0,7.5,4.7,1.0,8,7,3,HUMAN
421477,Thaís Magali da Paraíba,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,1,7,DIFFICULTY
983729,Lidiane Jandira da Luz,0,0,0,0,7.2,7.7,6.8,6.7,0.0,1,5,3,HUMAN
398107,Suzanne Kelly de Freitas Frias da Silva,0,0,0,0,6.5,6.3,5.7,4.8,1.0,3,5,3,EXACTS
375162,Everaldo Diego da Silva Júnior,0,0,0,0,5.9,5.8,5.6,5.2,1.0,3,1,6,EXACTS
395387,Diana Tatiane Sanches Gomes,0,0,0,0,6.8,5.6,6.9,5.5,1.0,0,0,4,HUMAN
530879,Laís de Souza Jitaosli,0,0,0,0,8.1,8.4,7.3,8.0,1.0,9,5,4,EXCELLENT
127299,Ivanete Léia de Barboza,0,0,0,0,6.9,6.7,5.5,,1.0,3,5,3,DIFFICULTY
824140,Ricardo Schmidt,0,0,0,0,6.0,6.3,5.1,5.3,1.0,5,3,3,EXACTS
294823,Flaviana Rodrigues de Aguiar,0,0,0,0,6.3,4.8,4.9,,0.0,2,4,5,EXACTS
595353,Quitéria Jimlol,0,0,0,0,6.5,5.8,5.3,5.8,1.0,4,5,3,VERY_GOOD
838200,Tábata Clara de Matos,0,0,0,0,5.7,5.0,5.3,,0.0,4,3,5,DIFFICULTY
990551,Estevão Casvinpozvi Neto,0,0,0,0,6.1,5.7,4.8,4.7,0.0,3,4,6,DIFFICULTY
981974,Janaína Arilda de Junqueira,0,0,0,0,7.2,7.4,6.0,6.2,,15,7,1,EXACTS
148073,Arnaldo Kauê Franco Blioval,0,0,0,0,6.1,7.1,6.9,6.2,1.0,3,5,5,HUMAN
532559,Sabrina Talita Couto de Drummond,0,0,0,0,6.9,7.3,7.4,6.7,,9,5,3,HUMAN
198099,Amália Heloísa Siemudy de Campos,0,0,0,0,6.4,5.9,5.0,5.7,,2,5,6,EXACTS
204730,Celeste Tânia de Figueira Rangel,0,0,0,0,5.7,5.6,4.7,5.4,0.0,3,3,7,EXACTS
914552,Marlene Fabíola Umos,0,0,0,0,6.4,5.8,5.7,5.2,1.0,6,5,2,DIFFICULTY
234823,Helder Heron Asso de Sobral Gutierrez Júnior,0,0,0,0,5.5,5.1,5.2,5.2,1.0,2,5,3,EXACTS
774466,Rita Franco Tlivoan,0,0,0,0,6.8,6.9,6.1,6.1,1.0,3,3,3,EXACTS
257106,José Leajis Terceiro,0,0,0,0,6.5,6.1,5.5,5.0,1.0,5,1,5,EXACTS
337433,Eliane da Silva Herrera Iesdle,0,0,0,0,5.2,4.6,4.7,,1.0,4,2,4,DIFFICULTY
933081,Yeda Broqueã Terceiro,0,0,0,0,7.3,7.3,7.7,6.4,1.0,5,3,3,HUMAN
418459,Robson Alan de Duarte dos Pinhais,0,0,0,0,5.3,4.8,5.4,5.2,1.0,2,0,8,EXACTS
324465,Aloísio Valverde,0,0,1,1,6.9,7.2,0.0,0.0,0.0,14,2,7,DIFFICULTY
906437,Clara de Lisboa da Silva,1,1,3,1,0.0,0.0,0.0,0.0,1.0,4,2,5,DIFFICULTY
258463,Aline Manuela dos Santos de Souza,0,0,0,0,5.8,6.1,6.4,5.7,,7,5,4,DIFFICULTY
841538,Thaíssa Ceglusle,0,0,0,0,5.6,6.3,5.4,7.2,1.0,5,5,3,EXACTS
192059,Liane Marli de Peres,0,0,0,0,6.2,4.6,5.2,4.7,1.0,5,3,4,EXACTS
199313,Liane Leonara Ynna da Luz,0,0,0,0,6.1,5.2,4.7,6.1,0.0,0,0,6,EXACTS
758265,Valeska Tatiane de Oliveira,0,0,0,0,5.1,4.4,5.6,,1.0,3,4,6,DIFFICULTY
663328,Wellington de Simões Seixas Júnior,0,0,0,0,7.1,7.3,6.0,7.0,0.0,1,6,3,DIFFICULTY
549267,Israel de Fernandes,0,0,0,0,6.9,7.1,8.6,,,17,5,3,VERY_GOOD
542097,Dionísio de Souza Pagra,0,0,0,0,7.6,7.7,5.6,,,12,5,2,EXACTS
135767,Charlene de Vasconcelos Rosa,0,0,0,0,5.9,4.9,5.4,5.8,1.0,3,4,3,EXACTS
711326,Karin de Fernandes Portugal,3,3,1,1,0.0,0.0,0.0,,0.0,0,5,3,DIFFICULTY
951452,Juliana Priscila Yoer,0,0,0,0,6.1,5.3,4.9,4.5,1.0,2,2,3,EXACTS
792399,Frederico de Ferreira da Graça,0,0,0,0,6.9,6.5,5.7,6.3,,3,5,3,DIFFICULTY
682835,Elisa Xilena de Viana,0,0,0,0,6.5,6.8,7.6,6.0,0.0,4,5,3,VERY_GOOD
474254,Lisa Selma da Silva,0,0,0,0,6.1,6.3,6.7,,1.0,3,5,3,DIFFICULTY
903619,Lidiane Dilma de Ferraz,0,0,0,0,6.0,6.2,4.9,5.0,,5,2,7,EXACTS
397513,Rute Iruka da Paraíba,0,0,0,0,6.6,5.7,5.1,,1.0,4,2,6,EXACTS
708271,Cássia Dilma da Silva,0,0,0,0,4.7,6.3,4.7,5.2,1.0,5,2,6,EXACTS
150787,Suzana Couto,3,1,3,1,0.0,0.0,0.0,0.0,1.0,5,5,4,DIFFICULTY
927116,Otávia da Encarnação,0,0,0,0,6.7,7.2,9.1,6.8,0.0,7,2,3,HUMAN
896557,Neila da Mata,0,0,0,0,7.0,6.8,6.5,6.3,0.0,4,0,3,EXACTS
417898,Hélio Márcio da Rocha de Brandão Borba Júnior,0,0,0,0,7.0,7.1,6.1,6.9,,6,5,3,VERY_GOOD
858918,Isaías Kriluson do Rio,0,0,0,0,6.0,5.3,5.3,4.8,1.0,1,5,7,EXACTS
979928,Regina Velma de Padilha,0,0,0,0,6.6,6.1,4.7,5.9,1.0,3,0,3,EXACTS
628662,Martin da Silva de Pacheco Júnior,1,1,3,1,0.0,0.0,0.0,0.0,1.0,6,5,4,DIFFICULTY
796761,Ramon Toninho de Oliveira,0,0,0,0,5.7,5.4,6.8,5.2,1.0,16,5,5,HUMAN
745473,Priscila de Lemes Dlioninsiã,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,4,3,DIFFICULTY
587469,Igor Dosason da Silva,1,1,1,1,0.0,0.0,0.0,0.0,,3,5,3,DIFFICULTY
675975,Jânio Ruhipa,0,0,0,0,6.9,5.5,5.0,6.9,0.0,3,2,6,EXACTS
542344,Reinaldo Robson Mendes da Graça,1,3,1,1,0.0,0.0,0.0,0.0,1.0,2,5,3,DIFFICULTY
603011,Alberto de Souza,0,0,0,0,6.8,6.7,6.1,5.6,1.0,4,2,6,EXACTS
647654,Diogo Nicolas de Mendonça Bechi do Piauí Júnior,0,0,0,0,7.1,7.1,5.3,,,4,1,6,EXACTS
776418,Cássia Novelcre Beison de Souza,0,0,0,0,5.8,6.2,5.4,4.3,1.0,3,5,4,EXACTS
606968,Aloísio Piyote de Munhoz Júnior,0,0,0,0,7.2,5.8,7.1,6.5,,3,3,4,HUMAN
504409,Cauê Diogo da Silva,0,0,0,0,7.5,6.6,7.2,6.4,0.0,10,6,1,HUMAN
510875,Ciro Zomupin de Tozetto,0,0,0,0,7.0,7.2,6.5,5.5,0.0,15,5,2,EXACTS
581312,Edson de Souza d'Ávila,0,0,0,0,7.2,6.5,6.9,6.2,1.0,5,6,1,HUMAN
867362,Alan Rosa Vlesse,1,3,1,1,0.0,0.0,0.0,,0.0,5,3,3,DIFFICULTY
829779,Reinaldo Herrera do Paraná,0,0,0,0,7.5,7.1,7.6,6.9,0.0,4,3,4,EXCELLENT
750788,Jairo de Cabral Júnior,0,0,0,0,6.2,4.9,5.2,,0.0,2,5,2,EXACTS
247867,Elano Dário de Alvarenga,0,0,0,0,6.3,6.6,4.5,,1.0,3,4,2,EXACTS
577154,Ederson Leopoldo Rangel,1,1,1,3,0.0,0.0,0.0,0.0,0.0,6,4,2,DIFFICULTY
929742,Aparecida Negrão Itha Tojipo,0,0,0,0,5.0,6.4,4.9,5.9,1.0,4,1,7,DIFFICULTY
669991,Moisés Joaquim Duque Júnior,0,0,0,0,6.2,5.5,6.2,5.3,0.0,7,0,3,DIFFICULTY
735126,Avelino de Alves da Mata,0,0,0,0,7.0,6.8,8.2,6.9,,4,6,2,HUMAN
565104,Zara Laís Torres,0,0,0,0,7.2,6.6,6.8,6.6,0.0,4,1,7,HUMAN
133413,Tomáz Ali da Silva de Parreira,0,0,0,0,6.6,5.8,5.5,5.4,,4,1,4,EXACTS
115184,Milton Micael de Ortiz Tubu,0,0,0,0,6.4,6.6,5.3,6.2,1.0,3,5,3,EXACTS
994367,Albano Adílson Nunes,0,0,0,0,6.5,6.0,5.6,4.8,0.0,5,3,3,DIFFICULTY
597198,Luiza Marina Eoão Vaz,0,0,0,0,6.6,6.6,4.6,,1.0,1,1,7,EXACTS
709407,Solange do Paraná da Cunha Builer,0,0,0,0,6.1,5.9,5.2,,0.0,3,5,3,EXACTS
499318,Gilmar Gutierrez de Mello,0,0,0,0,7.7,8.0,8.1,7.8,0.0,19,7,2,VERY_GOOD
676762,Albano Áureo Torres de Lacerda Izuão Júnior,1,1,1,1,0.0,0.0,0.0,0.0,,11,2,6,DIFFICULTY
895144,Josiane de Lemos,0,0,0,0,6.1,4.9,7.0,5.4,1.0,2,1,6,DIFFICULTY
669790,Isaiane Valdirene Barroso,0,0,0,0,5.4,6.9,6.9,5.1,,2,1,6,HUMAN
222149,Jacinto Áureo Rosatto da Cruz Terceiro,0,0,0,0,6.8,7.3,7.0,6.1,0.0,2,5,5,HUMAN
684721,Washington Eliel da Serra,0,0,0,0,5.5,4.7,5.2,5.5,1.0,0,3,3,DIFFICULTY
464884,Edivaldo Ecka,0,0,0,0,6.1,5.3,6.7,6.2,1.0,3,6,4,HUMAN
986686,Violeta Sabrina Bernoryrreman,0,0,0,0,6.3,5.9,5.8,,1.0,4,2,6,DIFFICULTY
670191,Núbia Sunokudo,0,0,0,0,7.0,5.3,5.5,5.6,0.0,7,5,3,EXACTS
870696,Tatiana Tono Evleson,1,3,1,1,0.0,0.0,0.0,0.0,,2,4,3,DIFFICULTY
759220,Beatriz Espada dos Santos,0,0,0,0,7.4,7.8,7.7,7.6,1.0,9,5,2,EXCELLENT
940687,Marlene Núbia de Barboza,3,3,1,3,0.0,0.0,0.0,0.0,0.0,5,2,6,DIFFICULTY
196741,Paulínia Sheo,0,0,0,0,6.3,6.7,5.5,,1.0,6,5,3,EXACTS
961863,Dionísio Diego de Linhares Maciel Neto,0,0,0,0,6.7,7.1,6.1,6.4,0.0,2,0,3,VERY_GOOD
418981,Bárbara da Silva Ahepeyu Pires,0,0,0,0,6.5,6.7,6.2,7.1,1.0,17,5,1,EXACTS
983607,Yasmin Itamara Begroan,0,0,0,0,6.4,7.0,6.0,,1.0,2,4,3,EXACTS
575225,Estevão Maciel,0,0,0,0,6.0,5.7,5.4,6.1,1.0,10,5,3,EXACTS
820176,Renato Jacinto de Osório Asdal,0,0,0,0,4.3,5.6,5.5,4.9,1.0,5,4,4,EXACTS
195037,Bóris Luiz de Barros,0,0,0,0,7.8,8.2,9.0,,0.0,4,2,3,EXCELLENT
251478,Vânia Raquel Icirnhoã Zea da Silva,0,0,0,0,5.8,5.2,4.9,,,16,5,3,DIFFICULTY
153141,Valéria de Araújo Gomes,0,0,0,0,4.9,6.2,5.7,4.8,,2,2,7,DIFFICULTY
476140,Leopoldo de Borges,0,0,1,1,5.8,5.2,0.0,0.0,1.0,2,2,6,DIFFICULTY
112468,Michel Sebastião de Alvim Gomes,0,0,0,0,5.6,5.8,5.6,,1.0,3,4,4,EXACTS
430804,Yuri Martinho Gemura Vezason Terceiro,1,1,1,1,0.0,0.0,0.0,0.0,0.0,5,3,5,DIFFICULTY
896162,Cauê da Silva Rangel,0,0,0,0,6.6,5.3,5.5,6.0,1.0,16,1,4,EXACTS
455889,Lúcia Francielle Vaz Osou,0,0,0,0,5.2,5.0,5.1,4.4,1.0,13,2,1,DIFFICULTY
856316,José de Gusmão Seom,0,0,0,0,5.6,4.7,4.7,5.4,0.0,4,5,3,DIFFICULTY
710279,Ismael de Souza Prulpasan Júnior,0,0,0,0,6.9,5.3,5.4,5.0,,3,2,5,EXACTS
313245,Martinho Maurício de Oliveira Neto,0,0,0,0,6.3,6.6,7.5,6.6,,4,2,6,HUMAN
314204,Estevão dos Santos de Santana,0,0,0,0,5.2,4.7,5.1,5.1,1.0,1,3,5,DIFFICULTY
978745,Diana de Almeida da Lira,0,0,0,0,6.2,5.1,4.6,4.6,1.0,4,1,6,DIFFICULTY
951776,Valquíria Isaiane de Ortega Martinez,0,0,0,0,5.4,5.6,6.6,,0.0,5,2,5,DIFFICULTY
581850,Camilo Beto Schneider Couto,0,0,0,0,6.3,5.7,5.3,5.8,,2,5,3,EXACTS
702551,Rosimeire de Souza,0,0,0,0,6.1,5.6,6.5,5.0,1.0,5,2,6,EXACTS
959241,Rosimeire Elaine de Alvarenga,0,0,0,0,5.5,5.1,5.4,,1.0,4,1,5,DIFFICULTY
879846,Bartolomeu de Nogueira,0,0,0,0,6.9,6.1,8.2,7.0,1.0,2,0,4,HUMAN
382809,Yasmin Elon,3,1,3,3,0.0,0.0,0.0,0.0,0.0,2,0,6,DIFFICULTY
293539,Natália Couto dos Santos,0,0,0,0,7.2,6.8,5.4,5.9,1.0,2,1,6,EXACTS
919922,Cristiano Pinto de Barbosa,1,1,1,1,0.0,0.0,0.0,0.0,0.0,4,2,4,DIFFICULTY
551897,Paulo Luan de Fernandes da Silva Mineiro,0,0,0,0,7.4,6.4,7.2,,0.0,15,6,3,HUMAN
699564,Kauê Paem Franco Júnior,0,0,0,0,6.5,5.3,5.5,5.4,1.0,3,0,4,EXACTS
359225,Jeniffer Ísis da Silva,0,0,1,3,5.8,5.5,0.0,0.0,,2,5,3,DIFFICULTY
999985,Hilda de Toledo dos Santos,1,3,1,1,0.0,0.0,0.0,0.0,1.0,4,2,6,DIFFICULTY
108175,Olavo Herrera,1,1,3,3,0.0,0.0,0.0,0.0,1.0,1,2,6,DIFFICULTY
432356,Patrícia Rose Ochi Thoca,0,0,0,0,6.9,5.9,5.4,6.5,1.0,2,0,5,EXACTS
108802,Wagner Edinaldo de Ramos,3,1,1,3,0.0,0.0,0.0,0.0,1.0,0,4,3,DIFFICULTY
336642,Bartolomeu d'Ávila Ogameov Júnior,0,0,0,0,6.5,6.0,5.0,5.4,,5,5,3,EXACTS
674233,Marcos Schmidt da Lira,1,3,1,3,0.0,0.0,0.0,0.0,1.0,8,2,8,DIFFICULTY
349990,Susan de Moreira Chachasmearnman,0,0,0,0,4.9,4.4,6.3,4.4,,5,5,4,EXACTS
401109,Cleberson de Amorim Siyl,3,1,1,1,0.0,0.0,0.0,0.0,,3,2,2,DIFFICULTY
882801,Márcio Upyson Otrai,0,0,0,0,5.7,6.3,6.5,6.1,0.0,5,6,2,EXACTS
343076,Júlia Shettonuzevic Huiloga,0,0,0,0,6.5,6.1,5.9,5.2,,12,4,2,EXACTS
784665,Luciana Telma da Gama de Pereira Pinto,0,0,0,0,6.4,5.0,5.3,5.6,1.0,14,1,7,EXACTS
387580,Marco Ezbornov Rosatto,0,0,0,0,6.7,5.9,7.0,5.9,0.0,10,5,3,HUMAN
862153,Ivone de Madureira,3,1,3,1,0.0,0.0,0.0,0.0,,5,4,5,DIFFICULTY
647895,Eliomar de Cabral,0,0,0,0,6.6,5.4,4.8,,0.0,7,5,3,EXACTS
431180,Bella Mariana da Lira,0,0,0,0,6.7,6.1,5.1,6.3,0.0,17,7,1,DIFFICULTY
661258,Juliana Sandra de Rezende,0,0,0,0,6.5,5.5,8.0,4.4,1.0,7,2,5,HUMAN
538736,Luzimara Telma Fortes Gepa Gryus,0,0,0,0,6.2,6.2,6.2,5.9,0.0,1,2,6,DIFFICULTY
254486,Jair Avelino de Macedo,0,0,0,0,6.0,6.6,7.0,6.1,,1,1,6,HUMAN
294125,Eleriane Vobaman,0,0,0,0,5.9,6.0,4.5,4.6,,0,2,4,DIFFICULTY
908641,Adônis dos Santos de Vasconcelos,0,0,0,0,6.7,4.6,5.4,5.6,0.0,2,4,5,EXACTS
544585,Gilmar Emfagroão de Souza,1,3,1,1,0.0,0.0,0.0,,0.0,7,2,7,DIFFICULTY
326924,Ana Ximenes de Leite,0,0,0,0,6.3,5.2,4.9,4.8,0.0,2,5,3,DIFFICULTY
