REGISTRATION,NAME,DISAPPROVALS_BL,DISAPPROVALS_EN,DISAPPROVALS_FM,DISAPPROVALS_OM,NOTE_BL,NOTE_EN,NOTE_FM,NOTE_OM,ENGLISH,H_CLASS_PRES,ONLINE_TASKS,ABSENCES,PROFILE,PROFILE_N
270222,Josiane Lena Motepe Aulman,0,0,0,0,7.0,7.0,6.0,6.8,0.0,9,6,1,EXACTS,2
722558,Soraya Luzinete da Silva Pilim,0,0,0,0,5.6,5.9,4.8,5.3,0.0,5,5,3,EXACTS,2
966321,Demilson Elias da Cunha,1,1,1,1,0.0,0.0,0.0,0.0,0.0,4,2,6,DIFFICULTY,1
974398,Mara Uebaman Iuhiman,0,0,0,0,6.8,6.1,6.9,6.1,1.0,9,4,5,HUMAN,3
386569,Tina de Pascoal,0,0,0,0,6.7,6.8,5.7,5.8,1.0,4,3,3,EXACTS,2
688490,Carlos Souto,0,0,0,0,6.4,7.5,6.9,5.3,1.0,2,5,3,HUMAN,3
574484,Isaiane de Lemos da Luz,0,0,0,0,6.6,7.5,6.0,6.1,,4,2,5,EXACTS,2
689090,Eulália Tatiane Nernem,0,0,0,0,6.9,6.8,5.4,5.9,,5,5,8,EXACTS,2
875202,Tatiana Ovuov de Junqueira,1,1,1,1,0.0,0.0,0.0,0.0,,4,2,5,DIFFICULTY,1
180615,Fabrício Hilton da Silva Rosatto,0,0,0,0,6.0,5.6,6.5,5.7,1.0,5,5,3,EXACTS,2
841389,Itamar Hilton Cavalcante Tewazui,0,0,0,0,7.3,7.3,5.9,6.0,0.0,3,5,5,EXACTS,2
502433,Antônio Elsarner,0,0,0,0,7.2,7.4,7.0,6.9,0.0,5,5,3,EXCELLENT,5
165182,Elias de Campos,0,0,0,0,7.1,6.7,6.6,6.1,,4,2,6,HUMAN,3
884649,Armando Oazuer Neto,0,0,0,0,6.7,6.2,6.1,5.8,,3,5,3,EXACTS,2
731978,Maria Ribeiro,0,0,0,0,8.0,7.9,8.1,7.1,0.0,16,6,2,HUMAN,3
934873,Elizabete Hellen Gomes de Lemes Valente,0,0,0,0,4.5,6.7,4.9,6.2,1.0,7,2,6,EXACTS,2
658550,Mara Xilena de Salgado Borba Piumi,0,0,0,0,7.1,6.5,4.8,5.1,1.0,3,3,6,EXACTS,2
874666,Jackson Jack de Fonseca,0,0,0,0,5.4,5.3,5.1,5.6,1.0,5,0,4,EXACTS,2
694646,Dário de Espanha,0,0,0,0,4.4,6.6,5.4,4.7,0.0,2,2,6,EXACTS,2
836549,Mayara de Vargas Branco,0,0,0,0,6.2,5.2,5.5,5.6,0.0,3,3,4,EXACTS,2
650967,Marilúcia Ulcomman Franco,1,3,1,1,0.0,0.0,0.0,,1.0,7,1,7,DIFFICULTY,1
991161,Eliane de Albuquerque,0,0,0,0,6.2,6.5,5.3,,0.0,2,1,2,EXACTS,2
299862,Patrick Heron Herrera,0,0,0,0,7.0,7.1,5.1,6.9,0.0,4,4,3,EXACTS,2
106841,Talita Janaína de Garcia Osyson,1,1,1,1,0.0,0.0,0.0,0.0,1.0,7,2,6,DIFFICULTY,1
792951,Genir Fabiana Krowy Haposhi,1,1,1,1,0.0,0.0,0.0,,1.0,5,2,6,DIFFICULTY,1
111367,Simone da Silva,0,0,0,0,6.6,5.4,5.0,5.6,1.0,3,1,7,DIFFICULTY,1
539170,Marta Tina Oamdylez de Fernandes,0,0,0,0,6.2,6.6,6.0,5.5,0.0,3,5,3,EXACTS,2
706274,Shirley Magali Xizam de Pacheco,0,0,0,0,6.7,7.2,5.2,6.1,1.0,5,2,3,EXACTS,2
448399,Fernanda Gilmara de Álvares,0,0,0,0,6.7,6.4,6.4,6.2,0.0,2,1,6,EXACTS,2
443120,Leni Josilda Sujibito de Leão,1,3,1,1,0.0,0.0,0.0,0.0,0.0,4,0,5,DIFFICULTY,1
918857,Itamar dos Santos Júnior,0,0,0,0,8.2,8.1,9.5,7.4,0.0,21,5,1,EXCELLENT,5
887809,Adílson Fortes Gado Júnior,0,0,0,0,5.6,4.5,4.6,5.2,1.0,2,5,5,EXACTS,2
783327,Vitor Silvair Vyduosgy Imafurn,0,0,0,0,6.4,6.1,5.2,5.7,,2,2,6,EXACTS,2
476616,Núbia da Silva,0,0,0,0,6.0,6.0,5.7,,1.0,2,5,2,EXACTS,2
689635,Eulália Chaoão,0,0,0,0,7.9,7.9,7.6,,0.0,10,5,1,HUMAN,3
291874,Madalena de Alencar Ribeiro Freire,3,1,3,1,0.0,0.0,0.0,0.0,1.0,2,1,6,DIFFICULTY,1
669717,Dionísio Alex de Padilha Jardim,1,3,1,3,0.0,0.0,0.0,,,3,0,4,DIFFICULTY,1
912944,Bianca Andressa da Lira Gomes,0,0,0,0,5.8,6.4,6.3,4.9,1.0,4,2,3,EXACTS,2
575384,Aldo Clopeotanov de Chaves,0,0,0,0,5.0,5.3,6.2,5.7,1.0,6,4,3,DIFFICULTY,1
477380,Paula Isearn,0,0,0,0,6.3,6.6,4.8,5.6,1.0,0,5,3,EXACTS,2
823388,João Piwoni Júnior,0,0,0,0,6.9,6.8,5.9,,1.0,4,0,3,EXACTS,2
177874,Vera da Silva,0,0,0,0,6.3,6.5,6.6,4.6,,5,5,3,HUMAN,3
881055,Selena de Padilha dos Santos,0,0,0,0,6.7,6.9,5.9,5.5,0.0,15,4,3,EXACTS,2
454070,Anne de Magalhães dos Reis,0,0,0,0,6.7,6.4,5.7,5.5,1.0,3,5,4,EXACTS,2
843112,Beatriz Mium,0,0,0,0,6.1,5.1,6.8,6.2,0.0,3,5,3,HUMAN,3
665183,Lilian da Cunha Dutra,0,0,0,0,5.8,5.5,5.2,4.9,0.0,2,2,6,EXACTS,2
553850,Shirley Gufopocriz,0,0,0,0,6.1,5.1,5.2,5.6,1.0,2,4,5,EXACTS,2
490503,Evelyn Cícera Tsuibebe,0,0,0,0,7.6,8.0,9.6,7.6,0.0,8,7,1,EXCELLENT,5
944159,Andressa da Gama,0,0,0,0,6.1,6.9,8.4,4.7,,4,2,4,HUMAN,3
226289,Jéssica Adrielle Marques,0,0,0,0,9.0,9.0,9.9,,1.0,13,6,4,EXCELLENT,5
167841,Guilherme de Medeiros Duque,0,0,0,0,6.8,6.1,7.7,6.4,1.0,2,3,5,VERY_GOOD,4
472120,Marta Anna de Oliva Vaualam Wornilrasov,0,0,0,0,7.0,6.9,7.2,,1.0,11,4,4,HUMAN,3
701702,Carolina Anne de Fonseca Rodrigues Gomes,1,1,3,1,0.0,0.0,0.0,0.0,1.0,2,2,6,DIFFICULTY,1
331364,Michel Bruno de Gusmão,0,0,0,0,5.3,5.3,6.5,5.3,1.0,7,5,4,EXACTS,2
937726,Maria Lisa Marques,0,0,0,0,5.3,5.8,4.8,4.8,1.0,2,0,8,DIFFICULTY,1
197850,Alessandre de Bueno,0,0,0,0,7.2,7.2,4.6,6.2,,4,3,5,EXACTS,2
870833,Omar de Paranhos,0,0,0,0,6.4,6.9,7.5,6.5,0.0,16,6,2,HUMAN,3
247857,Adriano Rodrigues de Gusmões,0,0,0,0,6.1,6.4,4.8,5.8,0.0,5,5,4,EXACTS,2
673546,Ana Marli da Nóbrega de Gonçalves,0,0,0,0,7.1,6.8,7.3,7.0,1.0,3,5,4,HUMAN,3
408735,Maria Weiss,3,1,1,1,0.0,0.0,0.0,0.0,,3,5,3,DIFFICULTY,1
697842,Elói Diogo Boiunlo de Barbosa Neto,0,0,0,0,6.4,6.1,6.7,4.6,0.0,11,3,5,HUMAN,3
417093,Tânia Deno,0,0,1,1,6.6,5.9,0.0,0.0,1.0,5,4,5,DIFFICULTY,1
681581,Reinaldo Wilson de Sales Castelo Branco,0,0,0,0,6.0,6.5,5.1,6.7,0.0,4,5,2,EXACTS,2
773337,Wilson Isaías da Silva Tasge Eanian,0,0,0,0,6.0,5.6,5.7,,1.0,3,0,8,EXACTS,2
286922,Neila Kegu,0,0,3,1,4.6,4.9,0.0,0.0,,2,1,7,DIFFICULTY,1
995730,Elói da Silva,0,0,0,0,6.3,6.0,6.5,5.6,,3,4,5,EXACTS,2
853070,Sara da Silva,0,0,0,0,6.2,5.3,7.1,5.9,0.0,3,5,3,HUMAN,3
960834,Eleriane Schmidt Mogo,0,0,0,0,6.5,7.1,7.9,6.7,1.0,4,5,3,HUMAN,3
212322,Bernardo de Castro Júnior,0,0,0,0,7.0,7.1,5.6,6.7,1.0,2,0,8,EXACTS,2
964473,Francielle Penedo Eoão,0,0,0,0,7.4,7.5,9.0,7.5,0.0,15,5,3,EXCELLENT,5
161087,Rodrigo Sebastião de Duarte,0,0,0,0,7.4,7.6,9.2,7.4,1.0,14,5,1,EXCELLENT,5
569628,Nair de Meireles Terceiro,0,0,0,0,6.1,6.3,5.5,4.6,1.0,4,4,3,EXACTS,2
886794,Jardel Frederico dos Santos,1,1,1,1,0.0,0.0,0.0,0.0,0.0,11,5,3,DIFFICULTY,1
602568,Ramon dos Santos Júnior,0,0,0,0,5.3,5.3,6.6,6.0,1.0,5,5,3,EXACTS,2
125744,Reinaldo Kevin de Alvarenga,0,0,0,0,6.5,6.1,6.1,5.3,1.0,9,2,6,EXACTS,2
309118,Flávia Souto de Souza,0,0,0,0,6.6,6.2,5.1,6.8,1.0,5,1,7,EXACTS,2
470497,Batista Vadros,0,0,0,0,5.4,5.9,5.0,,1.0,3,3,5,DIFFICULTY,1
704209,Bernardo de Pereira dos Santos Uebruer,0,0,0,0,7.4,7.5,6.2,6.9,1.0,2,2,4,EXCELLENT,5
266372,Damião Ivan de Barbosa Rebuwapo,0,0,0,0,6.7,6.3,5.4,,1.0,1,0,3,EXACTS,2
778504,Ali de Gusmões,0,0,0,0,5.8,6.3,6.0,4.3,1.0,2,5,3,DIFFICULTY,1
662215,Cauê Portugal Ficarna,0,0,0,0,5.5,5.8,4.8,,0.0,3,2,3,EXACTS,2
595415,Sílvia Ana da Silva de Pereira Gupiruji,0,0,0,0,6.0,5.8,6.4,,0.0,4,2,3,EXACTS,2
313010,Altair Barnabé do Nascimento dos Santos,1,1,1,1,0.0,0.0,0.0,0.0,,5,3,6,DIFFICULTY,1
395375,Suellen Jéssica de Souza,0,0,0,0,7.1,7.6,6.6,,1.0,13,2,3,VERY_GOOD,4
220411,Kauê de Ortiz Júnior,0,0,0,0,6.1,5.1,5.4,,,1,1,8,DIFFICULTY,1
370331,Fabiano Pinhão de Fonseca Noyo,0,0,0,0,6.0,6.1,4.9,5.2,1.0,5,2,6,DIFFICULTY,1
921860,Vívian Cecília do Prado de Ortega,0,0,0,0,6.4,5.3,5.1,4.8,1.0,7,5,3,DIFFICULTY,1
192263,Graziele Maria Vrornrazorn da Silva,0,0,0,0,6.1,6.2,5.9,,1.0,0,3,5,EXACTS,2
486257,Daniel Aplinita,0,0,0,0,6.2,5.7,6.6,5.5,1.0,2,3,5,VERY_GOOD,4
131152,Joaquim Esogrovic Meuão,0,0,0,0,6.2,5.9,5.8,4.6,1.0,2,1,7,EXACTS,2
205193,Christie Zara Nabowa Gejupeol,0,0,0,0,6.9,7.4,8.0,6.6,0.0,5,2,4,HUMAN,3
583181,Paula Joyce de Campos da Silva,1,1,3,1,0.0,0.0,0.0,0.0,1.0,2,2,7,DIFFICULTY,1
663738,Wagner da Silva,0,0,0,0,5.3,4.6,4.6,4.9,1.0,0,5,3,DIFFICULTY,1
393688,Joelma de Sampaio,0,0,0,0,7.5,7.8,7.3,6.7,1.0,9,0,8,HUMAN,3
615393,Breno Sane,0,0,0,0,6.0,6.0,5.3,4.3,,3,3,4,EXACTS,2
388184,Henrique Gilmar de Lacerda,0,0,0,0,5.5,6.0,5.0,6.6,,4,2,6,DIFFICULTY,1
636481,Vanessa Negrão,0,0,0,0,7.1,7.8,8.2,6.8,0.0,11,2,4,HUMAN,3
985327,Renata da Silva,0,0,0,0,6.3,6.5,6.2,4.5,1.0,2,3,5,EXACTS,2
793771,Sílvia Elisa de Barbosa Eltohovic,0,0,0,0,6.7,5.6,6.5,5.6,1.0,3,5,3,EXACTS,2
607547,Cássia Juliana Branco Aqueaem,0,0,0,0,5.8,5.0,4.8,5.3,1.0,4,2,7,DIFFICULTY,1
825853,Emílio Preto Júnior,0,0,0,0,7.4,6.7,6.1,7.0,1.0,9,4,3,EXACTS,2
937900,Eliomar Elisa Ueckiman de Alencar,0,0,0,0,5.8,5.7,4.8,5.7,1.0,3,0,8,DIFFICULTY,1
409875,Velma de Souza Ayge,0,0,0,0,6.9,6.3,5.3,6.2,1.0,3,5,3,EXACTS,2
553759,Magali Izame,0,0,0,0,6.5,6.8,7.0,4.9,,3,0,3,HUMAN,3
262786,Maria Nicole Avalibru dos Santos,0,0,0,0,6.6,6.7,8.3,6.6,1.0,9,7,3,VERY_GOOD,4
760289,Saulo Antônio de Padilha,0,0,0,0,6.8,6.1,6.4,5.6,,5,4,6,EXACTS,2
428159,Yeda Nair Aimcle,0,0,0,0,7.0,7.3,7.7,6.4,,5,2,3,HUMAN,3
184955,Melissa de Angola,0,0,0,0,7.4,7.3,9.1,6.3,1.0,4,5,3,VERY_GOOD,4
485733,Roberta Kiara Zunorotsu da Silva,0,0,0,0,7.5,7.3,9.7,7.6,0.0,6,6,3,EXCELLENT,5
215244,Altino Pastrason,0,0,1,1,4.5,4.6,0.0,0.0,1.0,0,4,4,DIFFICULTY,1
273276,Jason do Piauí,0,0,0,0,7.3,7.4,7.9,7.3,0.0,14,6,1,VERY_GOOD,4
375212,Inácio Márcio Sanu de Parreira Castelo Branco,0,0,0,0,6.6,5.3,8.8,6.1,,12,6,3,HUMAN,3
415817,Tina Nuwo Guerra,0,0,0,0,6.1,5.9,6.4,4.6,1.0,3,1,6,EXACTS,2
705441,Alan Deli de Angola,0,0,0,0,6.7,7.0,6.0,,1.0,2,2,4,EXACTS,2
653412,Gilmar Saefio Júnior,0,0,0,0,6.2,5.6,5.2,4.8,,5,5,3,EXACTS,2
533383,Patrick Isaías Pinto,1,1,1,1,0.0,0.0,0.0,0.0,,3,5,3,DIFFICULTY,1
991864,David da Silva,0,0,0,0,6.0,6.1,5.1,6.4,1.0,5,1,6,DIFFICULTY,1
803738,Raiane Laís Miepo de Souza,0,0,0,0,6.8,6.0,6.4,6.5,1.0,9,6,2,EXACTS,2
543502,Raí Geirna,0,0,0,0,5.4,6.6,5.7,,1.0,6,3,4,EXACTS,2
221756,Eliomar Patrícia de Santana da Paz,0,0,0,0,7.1,6.7,6.3,6.0,,4,3,1,EXACTS,2
995332,Gabriel Valter de Barboza,0,0,0,0,5.8,6.1,5.4,4.9,1.0,4,1,7,EXACTS,2
662316,Gabriela Rute Biszarele,0,0,0,0,6.7,7.4,5.9,5.6,0.0,8,7,3,EXACTS,2
937307,Rose da Silva de Sá Adyzman,3,1,3,3,0.0,0.0,0.0,0.0,0.0,2,2,6,DIFFICULTY,1
974436,Shirley Melanie Naselson,0,0,0,0,5.3,4.6,5.2,5.0,1.0,0,2,6,EXACTS,2
117270,Emílio Werner,3,1,3,3,0.0,0.0,0.0,0.0,1.0,5,2,4,DIFFICULTY,1
301914,Madalena Sâmia da Conceição,0,0,0,0,7.2,7.5,7.8,6.9,1.0,0,2,3,VERY_GOOD,4
235466,Bárbara Clara Ecreumov,0,0,0,0,6.7,6.0,7.1,5.9,0.0,5,2,3,HUMAN,3
106237,Sônia de Oliveira Hoponi,0,0,0,0,7.6,7.8,8.9,,0.0,5,4,5,HUMAN,3
655507,Toninho Gaso de Matos,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,3,3,DIFFICULTY,1
699600,Sílvia Valdirene Irruã,0,0,0,0,5.2,5.1,4.6,4.7,1.0,2,5,3,DIFFICULTY,1
748100,Jonas de Camargo Pehona,1,1,3,1,0.0,0.0,0.0,0.0,,3,4,3,DIFFICULTY,1
973886,Quênia Marcela Oseuson de Souza Magaho,0,0,1,3,5.3,5.3,0.0,,0.0,4,0,6,DIFFICULTY,1
132054,Leandro da Silva,1,1,1,1,0.0,0.0,0.0,0.0,0.0,4,3,3,DIFFICULTY,1
335572,Francisco Benedito Elen de Pereira,0,0,0,0,6.5,6.7,6.3,7.0,1.0,11,5,3,EXACTS,2
700482,Quico Fabrício Possanivic,0,0,0,0,6.7,6.5,5.2,5.1,0.0,3,4,5,EXACTS,2
833010,Maria de Alvarenga da Silva,0,0,0,0,6.6,6.6,5.2,4.6,,4,2,3,EXACTS,2
319467,Jeniffer Felícia Valente,0,0,0,0,5.1,5.4,5.8,,1.0,2,2,6,DIFFICULTY,1
285999,Lisa de Araújo Gomes Fortes,0,0,0,0,6.9,5.5,5.1,5.5,1.0,2,1,4,EXACTS,2
881788,Renato de Bragança,0,0,0,0,5.4,6.1,4.9,4.8,1.0,6,3,5,EXACTS,2
419059,Quico Félix de Britto,0,0,0,0,6.1,6.0,5.0,5.9,0.0,2,2,6,DIFFICULTY,1
549695,Gustavo Jonathan Rosatto,0,0,0,0,5.8,5.4,4.8,4.8,,0,2,6,EXACTS,2
164942,Quênia Rafaela da Silva de Gusmão,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,4,3,DIFFICULTY,1
731320,Patrick Wesley Jardim,0,0,0,0,7.0,7.0,7.1,6.0,1.0,4,2,1,HUMAN,3
869959,Celeste Ana de Souza Pibesonson,0,0,0,0,7.3,7.4,6.8,7.2,,8,5,3,VERY_GOOD,4
526172,Laila da Silva,0,0,0,0,5.2,5.8,6.7,4.7,1.0,6,2,5,HUMAN,3
779852,Lena Renata de Padilha dos Santos,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,1,7,DIFFICULTY,1
153222,Eric Arnaldo Banhos Pibolson,0,0,0,0,7.0,7.3,7.7,6.6,0.0,13,5,2,VERY_GOOD,4
398831,Walderice Sandra de Macedo Cosamido,0,0,0,0,6.7,7.0,7.0,7.0,0.0,2,0,5,HUMAN,3
681945,Patrícia de Oliveira,0,0,0,0,6.0,4.7,5.1,5.3,,9,3,7,EXACTS,2
283117,Giuseppe Lúcio Klilthonezgraman,0,0,0,0,6.4,5.3,5.6,,1.0,10,5,3,EXACTS,2
897817,Edinaldo Marco Cleileov Gomes,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,3,5,DIFFICULTY,1
906181,José de Barros,0,0,0,0,4.8,6.6,5.6,6.3,,0,7,3,EXACTS,2
219872,Oliver Fripaglirn,0,0,0,0,6.2,6.2,4.7,4.9,1.0,3,5,2,EXACTS,2
985628,Tina Genir Mourão,1,1,1,1,0.0,0.0,0.0,0.0,,3,5,3,DIFFICULTY,1
475502,Ísis Tainá Hauzbi de Lemes,0,0,0,0,6.9,6.6,7.8,6.7,0.0,2,4,4,HUMAN,3
501475,Célia Margarida Vulidil Banhos,0,0,0,0,6.0,5.9,5.0,6.2,1.0,4,4,3,EXACTS,2
417021,Vera Olímpia de Barboza Brasil,0,0,0,0,6.6,6.8,6.0,,1.0,5,5,3,EXACTS,2
999763,Suellen Angélica Góis,0,0,0,0,5.5,6.7,6.1,7.1,1.0,6,3,3,EXACTS,2
607641,Giovanni Fabiano de Barros d'Ávila,0,0,0,0,6.1,6.8,6.2,5.6,1.0,7,5,3,EXACTS,2
973737,Lucas Barroso de Miranda,0,0,0,0,6.3,6.2,5.1,5.8,0.0,4,5,6,EXACTS,2
142554,Leonara do Amaral,0,0,0,0,6.9,6.5,5.4,6.1,1.0,10,5,3,EXACTS,2
705345,Dilma de Campos,0,0,0,0,7.2,6.5,5.0,,1.0,5,4,3,EXACTS,2
391630,Marli Lina da Silva Mahochuni,0,0,0,0,6.4,6.8,5.6,6.8,1.0,7,2,6,EXACTS,2
866941,Oséas Juliano dos Santos,1,1,3,1,0.0,0.0,0.0,0.0,,2,4,7,DIFFICULTY,1
882960,Leonara Rosilda Sahichi da Silva,0,0,0,0,5.7,5.0,5.1,5.3,0.0,1,2,4,DIFFICULTY,1
328662,Rebeca Samila Martinez de Peixoto,0,0,0,0,4.4,4.3,5.4,4.6,0.0,3,0,3,EXACTS,2
896950,Plínio Pablo da Serra de Barbosa,0,0,0,0,6.1,5.4,4.6,4.6,0.0,2,4,3,EXACTS,2
535412,Ana Treci Pinto,0,0,0,0,6.6,6.3,6.5,5.7,,16,6,3,EXACTS,2
463165,Fernando Jackson Emaer,0,0,0,0,7.0,7.0,6.4,5.7,0.0,18,7,3,EXACTS,2
924745,Abílio Jonathas Werner Giscevrulti,0,0,0,0,6.9,7.2,7.3,7.4,1.0,3,5,3,HUMAN,3
846581,Robson Augusto da Gama de Vargas,0,0,0,0,6.8,6.3,5.5,5.8,1.0,5,5,3,EXACTS,2
985770,Edilene Adriana Trevisan,0,0,0,0,7.5,7.4,9.0,7.6,0.0,12,5,3,EXCELLENT,5
215682,Jack Eluão Hote,0,0,0,0,7.2,7.1,9.8,,0.0,3,5,3,EXCELLENT,5
180552,Décio de Simões,0,0,0,0,6.7,6.9,5.6,4.8,,2,2,3,EXACTS,2
932210,Emílio Ney Keze Touman,0,0,0,0,6.7,6.8,5.8,6.2,0.0,12,5,3,EXACTS,2
487565,Celina Ariana Espada de Sá,0,0,0,0,6.7,6.6,6.2,6.9,1.0,5,5,3,EXACTS,2
540672,Geraldo Vitor Agaivi,3,1,1,3,0.0,0.0,0.0,,0.0,2,4,5,DIFFICULTY,1
849407,Felícia Elizabete Praeson,1,1,1,1,0.0,0.0,0.0,,1.0,5,1,4,DIFFICULTY,1
178098,Jonathas de Andrade Cirrumã dos Santos Júnior,0,0,0,0,6.5,6.8,5.5,6.5,0.0,9,5,1,VERY_GOOD,4
131934,Elisângela de Bragança,0,0,0,0,5.9,5.5,5.3,,1.0,5,3,5,DIFFICULTY,1
901107,Jeniffer Paula da Conceição Banhos,1,1,1,3,0.0,0.0,0.0,0.0,1.0,3,4,3,DIFFICULTY,1
430245,Velma Fabíola de Souza Peko Trinidreo,0,0,0,0,7.7,7.7,5.4,6.6,1.0,4,0,2,EXACTS,2
981937,Cecília de Barros,0,0,0,0,4.7,5.1,5.5,4.6,0.0,16,5,1,EXACTS,2
859416,Dara Cleoamo,1,1,3,1,0.0,0.0,0.0,0.0,1.0,2,0,4,DIFFICULTY,1
577163,Aurélio Ricardo Omasza,0,0,0,0,6.7,6.2,4.8,,,3,4,5,EXACTS,2
889191,Ivan Toninho Oke de Angola Júnior,0,0,0,0,5.1,4.8,6.4,,0.0,3,2,3,EXACTS,2
363485,Susan Arilda de Lemos Preto da Graça,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,0,2,DIFFICULTY,1
402006,Francisco Bento Sanches de Oliveira,0,0,0,0,7.1,7.6,5.8,7.4,1.0,13,3,3,EXCELLENT,5
688085,Saulo César Seum,0,0,0,0,6.5,5.8,7.0,7.2,1.0,5,1,7,HUMAN,3
313450,Melissa Surure Inlo,0,0,0,0,5.8,6.0,5.8,5.4,1.0,9,3,3,DIFFICULTY,1
614418,Gigi Sandra Pupi Sharanson de Pereira Terceiro,0,0,0,0,6.1,4.7,6.3,5.2,0.0,3,4,4,DIFFICULTY,1
880834,Leonara Ana Woki,0,0,0,0,6.6,6.6,5.7,4.8,0.0,2,0,5,EXACTS,2
514489,Ezequiel Werner,0,0,1,1,6.3,6.7,0.0,0.0,1.0,1,3,4,DIFFICULTY,1
612707,Ediane Leonara Bruinvian de Bragança,0,0,0,0,5.8,5.4,5.7,5.3,0.0,16,7,2,EXACTS,2
231847,João Sufimvic de Arruda,0,0,0,0,5.3,5.8,6.1,5.0,1.0,4,0,5,EXACTS,2
504962,Wilson Maurício de Queiroz Dysisier,0,0,0,0,8.0,7.9,10.0,,0.0,20,7,1,VERY_GOOD,4
568473,Yuri Marques Guedes,0,0,0,0,6.3,5.6,4.9,5.9,,2,1,4,EXACTS,2
324730,Alfredo de Aguiar Júnior,0,0,0,0,6.1,4.9,5.0,5.8,1.0,5,0,6,DIFFICULTY,1
861580,Heitor de Santo Antônio Opyu Torres,0,0,0,0,5.9,6.1,4.5,,1.0,2,5,3,DIFFICULTY,1
763910,Joyce Vaz Imiman,0,0,0,0,6.4,6.3,6.9,5.0,1.0,3,1,5,HUMAN,3
765232,Verônica Melanie Dias,0,0,0,0,5.2,5.2,5.5,,0.0,3,5,4,EXACTS,2
733646,Cláudia Laura de Sales,0,0,0,0,6.2,5.0,6.3,6.3,0.0,5,5,3,EXACTS,2
768446,Kátia Tolgio,0,0,0,0,6.6,6.6,5.0,5.1,,0,2,6,EXACTS,2
467207,Ademar da Silva de Oliveira Kaza,0,0,0,0,6.5,7.0,6.5,,0.0,9,4,1,EXACTS,2
325436,João Álvaro Souto,0,0,0,0,6.6,7.5,7.6,6.9,1.0,4,5,2,VERY_GOOD,4
790860,Luzia Fátima Osgier Rosatto de Alcântara,0,0,0,0,6.0,6.1,5.8,7.0,1.0,3,3,6,EXACTS,2
432488,Valdirene Milene Pinto Weiss,0,0,0,0,6.4,6.8,5.7,5.8,0.0,23,6,3,EXACTS,2
134576,João Elano Weber Pigadecirn Vaz,0,0,0,0,5.9,6.0,5.3,5.2,,4,5,3,EXACTS,2
489860,Christie Bruna dos Pinhais,0,0,0,0,6.4,5.7,4.8,4.4,1.0,2,3,3,EXACTS,2
338679,Fábio Jacinto de Sá Besoman do Vale,0,0,0,0,6.5,6.6,7.8,6.1,1.0,2,2,2,HUMAN,3
778546,Leo de Santana do Amaral,0,0,0,0,5.4,5.4,4.9,,1.0,1,2,3,EXACTS,2
845592,Júlio Joel Aszeson de Cardoso Neto,0,0,0,0,5.8,6.0,4.6,5.5,1.0,2,5,4,EXACTS,2
252530,Érica de Macedo Zepirue,0,0,0,0,5.8,6.7,5.3,4.9,1.0,2,2,6,EXACTS,2
852577,Elano da Silva,0,0,0,0,6.9,6.9,6.8,6.1,0.0,4,5,3,HUMAN,3
172642,Luís Júlio Ozuason,0,0,0,0,4.9,5.8,4.9,,,8,4,4,EXACTS,2
652116,César Jack da Mata Irnmimil,0,0,0,0,6.6,6.1,4.8,5.2,1.0,5,5,3,EXACTS,2
956227,Marina Ollirnman de Camargo da Silva,0,0,0,0,5.9,6.2,6.9,4.8,1.0,5,5,2,HUMAN,3
374856,Carolina de Gimenes Couto Anenão,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,2,4,DIFFICULTY,1
748091,Sérgio de Araújo Ilofloman Achiyvic,3,1,1,1,0.0,0.0,0.0,,1.0,3,5,5,DIFFICULTY,1
429793,Márcio Gilberto de Santo Antônio,0,0,0,0,6.5,6.6,5.9,5.8,1.0,5,3,3,EXACTS,2
677162,Wendy de Barbosa,0,0,0,0,6.1,5.1,4.6,5.3,1.0,0,2,3,DIFFICULTY,1
742986,Regina Violeta da Silva,0,0,0,0,6.1,6.5,4.8,5.7,0.0,2,1,4,EXACTS,2
320953,Sandra Luzia do Paraná Thiopuan de Menezes,0,0,0,0,8.1,7.7,10.5,7.5,0.0,16,5,3,EXCELLENT,5
307524,Paula Zulmira Klein,0,0,0,0,5.9,5.7,4.8,5.6,1.0,4,2,5,EXACTS,2
298263,Roger de Jesus Hechiguga,3,1,1,1,0.0,0.0,0.0,0.0,1.0,3,0,8,DIFFICULTY,1
881636,Leopoldo Quirino de Brito,0,0,0,0,6.2,4.7,6.2,5.4,,5,0,5,EXACTS,2
319595,Joyce Eleriane Pimenta,0,0,1,3,5.6,4.3,0.0,0.0,0.0,13,0,8,DIFFICULTY,1
560759,Rosimeire Flovlepy dos Santos de Torquato,0,0,0,0,6.5,6.8,4.8,5.7,1.0,2,2,6,EXACTS,2
509461,Domingos Adílson Tsuzose,0,0,0,0,5.9,6.2,7.5,5.4,0.0,11,4,2,HUMAN,3
734538,Cecília Marlene de Souza,0,0,0,0,6.3,6.1,5.9,5.2,1.0,4,4,3,DIFFICULTY,1
592641,Liane Pernrenão,0,0,0,0,7.1,7.1,9.1,,0.0,12,5,2,HUMAN,3
